n_estimators,learning_rate,max_depth,num_leaves,val_auc
200,0.0021,10,80,0.986039837224245
200,0.0021,12,31,0.9859370314842578
200,0.0021,12,50,0.9836753052045407
200,0.0021,12,80,0.98367958877704
225,0.0021,8,31,0.9867337759691583
225,0.0021,8,50,0.9867573356179054
225,0.0021,8,80,0.9867573356179054
225,0.0021,10,31,0.9868515742128935
225,0.0021,10,50,0.9862240308417219
225,0.0021,10,80,0.9862454487042193
225,0.0021,12,31,0.9859670164917542
225,0.0021,12,50,0.9840908117369888
225,0.0021,12,80,0.9840993788819875
250,0.0021,8,31,0.9869243949453844
250,0.0021,8,50,0.9869565217391305
250,0.0021,8,80,0.9869565217391305
250,0.0021,10,31,0.9868601413578925
250,0.0021,10,50,0.9863054187192118
250,0.0021,10,80,0.9863182694367102
250,0.0021,12,31,0.9859755836367531
250,0.0021,12,50,0.9842450203469695
250,0.0021,12,80,0.9843264082244592
275,0.0021,8,31,0.9869543799528808
275,0.0021,8,50,0.9870036410366246
275,0.0021,8,80,0.9870036410366246
275,0.0021,10,31,0.9866416791604198
275,0.0021,10,50,0.9862497322767187
275,0.0021,10,80,0.9862625829942172
275,0.0021,12,31,0.9858599271792675
275,0.0021,12,50,0.9841721996144784
275,0.0021,12,80,0.9842236024844719
300,0.0021,8,31,0.9868280145641465
300,0.0021,8,50,0.9868344399228957
300,0.0021,8,80,0.9868344399228957
300,0.0021,10,31,0.9865067466266866
300,0.0021,10,50,0.9859927179267508
300,0.0021,10,80,0.9860098522167488
300,0.0021,12,31,0.9858813450417648
300,0.0021,12,50,0.9840051402869995
300,0.0021,12,80,0.9839794388520026
325,0.0021,8,31,0.9870678946241166
325,0.0021,8,50,0.9870186335403727
325,0.0021,8,80,0.9870186335403727
325,0.0021,10,31,0.9864039408866995
325,0.0021,10,50,0.9859755836367531
325,0.0021,10,80,0.9859627329192547
325,0.0021,12,31,0.9862026129792246
325,0.0021,12,50,0.9840137074319982
325,0.0021,12,80,0.9839708717070036
350,0.0021,8,31,0.9871985435853502
350,0.0021,8,50,0.9872456628828443
350,0.0021,8,80,0.9872456628828443
350,0.0021,10,31,0.986142642964232
350,0.0021,10,50,0.9856885842792888
350,0.0021,10,80,0.9857057185692867
350,0.0021,12,31,0.9861340758192332
350,0.0021,12,50,0.9841550653244806
350,0.0021,12,80,0.9840736774469908
375,0.0021,8,31,0.9875412293853073
375,0.0021,8,50,0.9875369458128078
375,0.0021,8,80,0.9875369458128078
375,0.0021,10,31,0.9859798672092526
375,0.0021,10,50,0.9855043906618118
375,0.0021,10,80,0.9856328978367959
375,0.0021,12,31,0.986279717284215
375,0.0021,12,50,0.9843221246519598
375,0.0021,12,80,0.9841422146069821
400,0.0021,8,31,0.9879781537802527
400,0.0021,8,50,0.987888198757764
400,0.0021,8,80,0.987888198757764
400,0.0021,10,31,0.9860741058042408
400,0.0021,10,50,0.9855429428143072
400,0.0021,10,80,0.9856029128292997
400,0.0021,12,31,0.9866352538016706
400,0.0021,12,50,0.9844292139644463
400,0.0021,12,80,0.9843392589419577
25,0.0026,8,31,0.9870014992503748
25,0.0026,8,50,0.9871599914328549
25,0.0026,8,80,0.9871599914328549
25,0.0026,10,31,0.9869265367316342
25,0.0026,10,50,0.9862026129792246
25,0.0026,10,80,0.9862111801242237
25,0.0026,12,31,0.9819340329835082
25,0.0026,12,50,0.982064681944742
25,0.0026,12,80,0.9822467337759692
50,0.0026,8,31,0.9874962518740629
50,0.0026,8,50,0.9875647890340544
50,0.0026,8,80,0.9875647890340544
50,0.0026,10,31,0.986519597344185
50,0.0026,10,50,0.9861255086742343
50,0.0026,10,80,0.9861212251017348
50,0.0026,12,31,0.9839023345470121
50,0.0026,12,50,0.9827650460484043
50,0.0026,12,80,0.9829085457271365
75,0.0026,8,31,0.9874641250803169
75,0.0026,8,50,0.987639751552795
75,0.0026,8,80,0.987639751552795
75,0.0026,10,31,0.986496037695438
75,0.0026,10,50,0.9859862925680017
75,0.0026,10,80,0.9859905761405011
75,0.0026,12,31,0.9839237524095095
75,0.0026,12,50,0.9826536731634183
75,0.0026,12,80,0.9827243521096595
100,0.0026,8,31,0.986975797815378
100,0.0026,8,50,0.9871342899978581
100,0.0026,8,80,0.9871342899978581
100,0.0026,10,31,0.9860205611479974
100,0.0026,10,50,0.9855943456843007
100,0.0026,10,80,0.9855986292568001
100,0.0026,12,31,0.9843992289569501
100,0.0026,12,50,0.9828400085671449
100,0.0026,12,80,0.9828271578496466
125,0.0026,8,31,0.9868815592203898
125,0.0026,8,50,0.9870100663953737
125,0.0026,8,80,0.9870100663953737
125,0.0026,10,31,0.9863075605054615
125,0.0026,10,50,0.9858213750267724
125,0.0026,10,80,0.9858256585992718
125,0.0026,12,31,0.9848404369243949
125,0.0026,12,50,0.9832683658170915
125,0.0026,12,80,0.9832726493895909
150,0.0026,8,31,0.9866673805954166
150,0.0026,8,50,0.9868858427928892
150,0.0026,8,80,0.9868858427928892
150,0.0026,10,31,0.9865560077104305
150,0.0026,10,50,0.9858899121867637
150,0.0026,10,80,0.9858984793317627
150,0.0026,12,31,0.9858342257442706
150,0.0026,12,50,0.9837909616620262
150,0.0026,12,80,0.9837781109445278
175,0.0026,8,31,0.9870314842578711
175,0.0026,8,50,0.9871685585778539
175,0.0026,8,80,0.9871685585778539
175,0.0026,10,31,0.9866973656029128
175,0.0026,10,50,0.986168344399229
175,0.0026,10,80,0.9861811951167274
175,0.0026,12,31,0.9862026129792246
175,0.0026,12,50,0.9842150353394732
175,0.0026,12,80,0.9842921396444634
200,0.0026,8,31,0.9872756478903404
200,0.0026,8,50,0.9873998714928249
200,0.0026,8,80,0.9873998714928249
200,0.0026,10,31,0.9865131719854358
200,0.0026,10,50,0.9858684943242665
200,0.0026,10,80,0.9861212251017348
200,0.0026,12,31,0.9862668665667165
200,0.0026,12,50,0.9845534375669308
200,0.0026,12,80,0.9847547654744057
225,0.0026,8,31,0.987335617905333
225,0.0026,8,50,0.9874041550653245
225,0.0026,8,80,0.9874041550653245
225,0.0026,10,31,0.9861769115442279
225,0.0026,10,50,0.985615763546798
225,0.0026,10,80,0.9858427928892695
225,0.0026,12,31,0.9860998072392375
225,0.0026,12,50,0.9846947954594132
225,0.0026,12,80,0.9847933176269007
250,0.0026,8,31,0.9870207753266224
250,0.0026,8,50,0.9871728421503534
250,0.0026,8,80,0.9871728421503534
250,0.0026,10,31,0.9860955236667381
250,0.0026,10,50,0.9855857785393017
250,0.0026,10,80,0.9857228528592845
250,0.0026,12,31,0.9860655386592417
250,0.0026,12,50,0.9845877061469265
250,0.0026,12,80,0.984711929749411
275,0.0026,8,31,0.9869008352966374
275,0.0026,8,50,0.9869886485328764
275,0.0026,8,80,0.9869886485328764
275,0.0026,10,31,0.985744270721782
275,0.0026,10,50,0.985264510601842
275,0.0026,10,80,0.9855001070893126
275,0.0026,12,31,0.9862283144142214
275,0.0026,12,50,0.9845877061469266
275,0.0026,12,80,0.9846176911544228
300,0.0026,8,31,0.9869008352966374
300,0.0026,8,50,0.987095737845363
300,0.0026,8,80,0.987095737845363
300,0.0026,10,31,0.9854701220818162
300,0.0026,10,50,0.9849817948168773
300,0.0026,10,80,0.9851659884343542
300,0.0026,12,31,0.9861640608267295
300,0.0026,12,50,0.9844934675519383
300,0.0026,12,80,0.9845791390019276
325,0.0026,8,31,0.9874855429428142
325,0.0026,8,50,0.9875476547440565
325,0.0026,8,80,0.9875476547440565
325,0.0026,10,31,0.9853844506318268
325,0.0026,10,50,0.9850246305418718
325,0.0026,10,80,0.9851745555793531
325,0.0026,12,31,0.9867123581066609
325,0.0026,12,50,0.9846176911544229
325,0.0026,12,80,0.9847333476119083
350,0.0026,8,31,0.9874812593703148
350,0.0026,8,50,0.9875240950953096
350,0.0026,8,80,0.9875240950953096
350,0.0026,10,31,0.9853458984793316
350,0.0026,10,50,0.9848704219318912
